Gender	Weight	Height
Male	206.2240269207	72.1002995644
Male	210.1872940288	72.3721936386
Male	215.7091143956	73.0992837673
Male	181.5911787076	69.9105345826
Male	161.8897691417	64.560828483
Male	197.6833193506	70.3461044359
Male	179.5714664484	68.5389783859
Male	186.119037396	67.7893805121
Male	192.3289666203	72.6291226957
Male	179.2091947594	67.1965191154
Male	237.5676083159	75.9468664416
Male	152.6458480846	63.9562257502
Male	196.3225310725	69.0126572463
Male	172.5249688771	64.9663466773
Male	202.3346954787	72.0553240378
Male	193.8237780901	66.9766679067
Male	186.9222836768	70.2800864761
Male	179.7227430525	67.1931713444
Male	167.6166926099	65.9030878189
Male	232.7186777438	73.6968592231
Male	171.725456846	67.9746795605
Male	179.9951239935	65.6299017875
Male	163.5857985398	65.8239507502
Male	190.9943107907	71.7158700011
Male	205.4730910747	73.5042682274
Male	147.3712842401	64.0323188386
Male	199.6028399342	68.2799077636
Male	220.383448053	74.3387388213
Male	206.2855806158	69.81151958
Male	209.2265666049	71.4179456442
Male	228.5587851514	73.2915084649
Male	205.3890558057	72.087031565
Male	167.8423915097	63.9145410829
Male	193.511695213	72.2473247515
Male	188.4506741498	70.5970245233
Male	214.9813938796	70.8656161119
Male	198.4041764877	71.9583877121
Male	178.1658016877	68.1537017938
Male	189.5834255338	68.9295423991
Male	180.2012660689	66.2991930296
Male	149.9346064117	65.2735393556
Male	180.8962865837	68.4840293016
Male	170.1006472828	65.6415358933
Male	178.8188276686	68.8687503295
Male	181.3633971539	68.4594298086
Male	194.3300031406	69.3213053675
Male	203.2584801737	70.4643184519
Male	219.0951655948	72.6652418845
Male	181.9048240087	69.3396673761
Male	185.9758251022	68.5689593987
Male	201.6793519763	71.6178240739
Male	175.4450633619	68.903941901
Male	188.3951822898	72.6645041014
Male	217.3684879224	71.3803112293
Male	211.5794961144	70.2811622514
Male	197.0608840682	70.7104060309
Male	186.7188018661	68.5212502601
Male	140.0099786111	61.7406577186
Male	187.5508307066	68.7724639912
Male	205.3594600484	73.5686363373
Male	179.2165702208	66.5597303979
Male	208.496496627	70.3097777619
Male	211.7664267778	72.5642205691
Male	228.4488269014	73.689807973
Male	170.7999514102	68.141641843
Male	186.2085657772	68.4570610837
Male	229.3395116477	73.8389292763
Male	176.8826374276	66.6678935096
Male	240.942266568	74.4006581136
Male	172.6695664422	67.7665131591
Male	155.3447977887	64.0694922719
Male	170.3722155669	66.6351149392
Male	194.7495235245	69.3803026971
Male	190.0880628662	70.0019801481
Male	227.1165819548	74.5947363255
Male	175.6246197539	68.4613830882
Male	187.0287474607	69.5816999725
Male	183.0630580665	67.0477018673
Male	194.9414067632	71.2234233852
Male	167.2849042101	67.0735038045
Male	208.5784763431	73.1196932175
Male	169.9651515546	66.4634446367
Male	164.336269036	67.7863330274
Male	195.9714769277	70.3494997526
Male	205.6360495619	71.1257543951
Male	212.0582469798	72.297583828
Male	193.8284446512	68.9553349089
Male	165.1439238274	67.1435095658
Male	189.8386177177	69.9667995979
Male	189.1265817196	68.5726842539
Male	169.936600993	68.0929648475
Male	224.1331920207	75.8854331274
Male	211.0191128041	71.9916433892
Male	185.5340211126	68.4567543666
Male	208.2945886902	72.4670249303
Male	166.3523353047	67.7371461801
Male	174.3248392185	70.0348210938
Male	216.1964830532	72.1929099785
Male	187.8630711396	69.5929425863
Male	200.7345780941	71.0509184407
Male	181.5636902091	70.8095594701
Male	189.3688237103	68.0619139708
Male	203.5134146347	73.3909870598
Male	218.5330155228	75.3415841386
Male	205.2344029937	72.2527047201
Male	176.4793430508	66.1758703167
Male	156.4454748182	61.6784810166
Male	199.8296986441	71.8922178709
Male	148.9142877956	62.476802698
Male	186.6065518663	67.96640648
Male	201.4814719863	69.6934080123
Male	150.6709379046	62.9486815067
Male	197.472655564	71.3594719071
Male	187.7085661021	67.3323783007
Male	192.1997881924	67.7796703221
Male	175.2969693965	69.1614040925
Male	201.7955041999	68.8632081959
Male	203.4936873423	67.0758519205
Male	187.3466372467	67.3033862313
Male	174.3997303688	67.5246393181
Male	179.7959681213	68.5683746655
Male	198.0267851325	71.5665173364
Male	210.5459695306	73.2291160189
Male	169.4965108887	69.4398604703
Male	220.337155484	71.6230975708
Male	171.4052256417	65.7685176294
Male	208.3815391894	72.7445445619
Male	178.0730550631	67.2312608516
Male	192.3495217793	70.8778262505
Male	189.0227456907	69.962811135
Male	178.2166779293	65.8723498541
Male	184.4932505943	70.8591906945
Male	197.8870627579	71.5949264511
Male	184.8335197843	70.050990113
Male	175.8798044111	67.5000671774
Male	140.5127924271	65.1486876163
Male	187.568690226	69.0229741366
Male	184.4476667286	70.8219166779
Male	190.7991897967	70.8593468294
Male	177.0319066638	68.0544500024
Male	186.2839250665	69.8369766346
Male	160.4903009542	63.4920992472
Male	164.0591567351	66.6314017569
Male	191.8880429303	70.8846656569
Male	181.3729705774	67.3565979381
Male	225.7975246976	70.4407130785
Male	196.249697813	69.4276116572
Male	187.0278285074	68.8451168684
Male	196.6198197384	71.3298978387
Male	219.1132095002	75.2828470066
Male	174.2434883358	68.3141883278
Male	158.7158701701	66.7787237253
Male	185.9639950778	70.5694550881
Male	159.7616564003	66.9911674235
Male	178.8862047681	67.6080665319
Male	201.1850847661	72.7782097655
Male	175.165507654	72.3582490369
Male	189.8097700417	70.6399789016
Male	190.3654722527	68.5621793113
Male	192.5703630416	68.1384263518
Male	136.6726435344	63.3931588375
Male	161.5786406646	63.6712878482
Male	195.3226750348	69.5780300764
Male	194.581051002	69.1019833071
Male	178.5511912566	70.9633688265
Male	196.1380275097	70.3596905601
Male	179.3664566405	69.2446403787
Male	187.6266091419	68.9320693815
Male	204.7061012933	72.422761352
Male	194.6070530719	68.4341193585
Male	196.6725565351	71.5958321642
Male	200.510726183	72.9702825023
Male	186.4254195627	68.7218244823
Male	200.3725775448	70.5974201798
Male	209.7067298504	70.5440078477
Male	125.8270219401	61.1364754371
Male	204.580698548	70.8193037984
Male	192.3687771666	67.8379857278
Male	224.6036548423	72.3547717597
Male	198.7021758557	70.0877531421
Male	162.7298484235	65.513906581
Male	187.3334813567	69.3682213072
Male	188.7584321031	70.434739027
Male	200.6062375889	69.163187744
Male	194.2800658666	69.0824453501
Male	188.318587629	65.6250056297
Male	176.0486441419	70.2542610708
Male	218.5083388953	74.2618767907
Male	223.1906997735	73.4279700737
Male	180.4822588169	68.9530819389
Male	191.4150253618	69.3095027323
Male	210.4940032539	71.9695979613
Male	196.3757818387	69.2636786809
Male	206.0778850722	69.3222239786
Male	167.4441401499	64.5710173368
Male	187.5319001745	69.6058825884
Male	203.0764788217	71.9778962599
Male	205.5457947192	71.3825768533
Male	186.7145677827	68.914254431
Male	207.5564081918	70.6471391548
Male	201.6114937517	71.5906840125
Male	202.9068592577	71.8606246539
Male	153.8813772478	64.149695889
Male	162.5104693444	68.0825461504
Male	192.9692760855	71.1879114486
Male	186.3045996221	68.2600188147
Male	179.2535700604	68.1554664741
Male	159.008991628	66.2702572454
Male	177.2248263392	64.7622593839
Male	161.6361003358	64.5944587099
Male	158.7536285165	67.405950531
Male	184.6835272938	72.1177573566
Male	167.2945421424	68.1439825448
Male	186.902312654	69.5520414174
Male	196.2062566615	71.8036685401
Male	172.7062582833	68.0717872786
Male	205.8912338243	68.5030556608
Male	192.1000360158	69.2416420301
Male	139.3105709475	62.8072121796
Male	169.0727355229	63.7864019423
Male	189.1761746654	71.4586641036
Male	201.6018122038	70.3585219056
Male	194.0961312956	70.4392214845
Male	168.1535611935	68.3843868839
Male	185.9716500024	70.9494725325
Male	206.4936128954	71.1055775683
Male	186.1084083861	70.1352657256
Male	140.1517157048	60.9357397013
Male	199.9461545722	71.7023898006
Male	197.2586622777	71.1595359349
Male	207.5751785398	71.1270828487
Male	182.8562128657	70.4515850236
Male	216.0565031653	72.363354316
Male	167.7261922821	67.9067632809
Male	180.0518561711	67.724935984
Male	190.408985001	71.7742059792
Male	196.5041360706	72.796729838
Male	188.5944081686	70.4036733013
Male	217.2382250887	73.14317771
Male	197.1775884736	70.4389286008
Male	176.707355063	68.5220494533
Male	144.4617233731	62.494733097
Male	218.9065570064	69.3258818591
Male	203.846582041	71.9183019194
Male	205.9416398353	72.0631803416
Male	204.3651038349	72.707224081
Male	178.3272355268	67.8948122354
Male	200.1206741759	69.8931506735
Male	173.7771863614	68.319186884
Male	202.9951328049	71.7042175733
Male	145.9135448825	65.5403025125
Male	166.1296140946	64.821503867
Male	200.307314479	68.6903732515
Male	222.1839669115	75.4271605167
Male	217.6441493278	70.5937269076
Male	195.2304028605	71.0067486753
Male	178.1738331799	67.3634902857
Male	186.3549159917	67.1670215164
Male	204.3431868716	72.5880210913
Male	171.7319275423	67.7198142649
Male	200.1298194413	71.7737439924
Male	152.3493798597	60.9362360393
Male	181.454462322	68.275491438
Male	176.0300672329	68.6502179586
Male	185.7338020582	67.8376080142
Male	206.6727081994	72.3919480376
Male	187.4014299689	69.3574910686
Male	200.2424786757	69.508181743
Male	180.63668887	66.9702864105
Male	187.7790753989	68.0588370155
Male	205.4793678579	73.8475295777
Male	199.1441775358	70.4284737446
Male	187.9232913057	68.3606064047
Male	250.3171506688	75.1568785838
Male	184.1305417396	66.1187630937
Male	187.1636686142	67.7737864692
Male	132.9481788867	60.267190118
Male	193.7599322896	70.7796702954
Male	165.8390451671	65.1193493128
Male	180.5753340788	66.2146637464
Male	191.8136735999	69.0173775982
Male	185.7878653582	67.144529921
Male	209.1775805644	69.4761501521
Male	183.6769019456	69.7415958787
Male	203.2306515205	68.3045359435
Male	191.0077616503	71.0525589545
Male	190.9647655156	67.9629351448
Male	170.2199474704	65.7756583112
Male	195.1792696364	70.545980577
Male	196.7192842222	68.8548567103
Male	165.9559529267	67.6163829738
Male	157.5119382651	63.7640494873
Male	201.4713306872	69.717137965
Male	188.2412256782	69.5590531861
Male	184.0617957345	70.0089732579
Male	163.7008120063	68.1110970979
Male	207.1301089123	72.0934681213
Male	211.1148096851	73.0753448488
Male	206.6412167688	73.9036701989
Male	171.5365545988	67.0035558341
Male	166.6227324098	65.7388827174
Male	157.4131470816	63.8615537585
Male	189.9096712166	67.7826581132
Male	182.7419599809	68.0329083426
Male	164.7249349321	66.5282661653
Male	200.9419157139	69.3579763636
Male	174.3012472597	65.8769377809
Male	194.466166022	68.3598740643
Male	212.0087425923	75.537221162
Male	187.2898021566	67.802043831
Male	175.6027078701	67.8643122295
Male	162.624327333	66.4998225911
Male	162.9002408634	64.9508117082
Male	180.5205797926	69.353426666
Male	185.0096095929	67.942785088
Male	170.5057487115	67.4486562662
Male	190.2510420144	69.6397376244
Male	209.3234213667	72.4452127195
Male	182.6293478236	67.4598988659
Male	196.4737536377	69.9481027786
Male	215.8751492585	71.6792949643
Male	169.4096451653	64.9880901226
Male	146.9566461189	60.2170185573
Male	192.5735455488	71.414336818
Male	202.7377143745	68.9146225978
Male	211.4604798072	73.6091065221
Male	180.9325959594	68.6895150999
Male	210.0417031673	74.319890266
Male	174.6299946935	67.3520187546
Male	189.2039245052	68.3628584667
Male	188.152167729	69.6836434211
Male	153.4680503643	68.8430120887
Male	179.0972488017	66.5502881783
Male	186.0256649091	68.9920786206
Male	178.0783603974	67.3185454962
Male	164.2954407781	64.9611799709
Male	212.5948654919	71.3635949081
Male	174.6549609847	68.7483882341
Male	196.4295427356	69.9150925357
Male	216.8597561611	73.9725106582
Male	183.5816585675	69.0680880285
Male	195.1162435127	68.7469855162
Male	166.3119299522	67.9717209925
Male	178.9724811996	65.8060149938
Male	156.9173141733	64.5797174449
Male	191.9207272991	70.4623027109
Male	198.4232791967	71.3305536716
Male	183.1967135101	70.9685275559
Male	158.6197610875	65.2396350305
Male	186.5955147381	69.5012228835
Male	198.1411752935	70.1924142553
Male	184.6606370795	68.4994406951
Male	166.2532759012	69.1918244335
Male	189.7029698755	70.5633610501
Male	199.3398571067	69.4264826986
Male	191.4978985791	69.7778750694
Male	181.5529917173	67.4711699438
Male	166.6695698843	64.434566747
Male	192.0156786473	66.9002604548
Male	200.1477049056	70.1500203704
Male	170.7122296944	66.6870384699
Male	136.6685090386	61.611120542
Male	194.1779794995	68.163315167
Male	218.3144513135	69.2195680049
Male	195.8570133042	70.0659296796
Male	181.6747390274	69.8834508501
Male	180.8044497522	69.0338236669
Male	205.5496715977	70.7174393829
Male	183.4055261289	69.0827029867
Male	184.0102671205	68.4133661185
Male	191.9956927884	70.1022462081
Male	193.7909946459	72.1972301613
Male	200.7132709064	71.6369735696
Male	178.4039695526	68.6474123106
Male	163.7837028018	66.3784113236
Male	207.0181045322	69.0721768757
Male	185.5401186166	68.858680231
Male	213.8966895278	72.2895960986
Male	172.4670878973	65.4897623984
Male	210.7982626315	70.6394505734
Male	209.7839799536	71.9591877482
Male	215.2587760301	71.0532489577
Male	191.9591286022	69.7801641488
Male	200.2184902137	69.4312591997
Male	199.7514299687	72.3112608812
Male	191.5634948367	65.8099119333
Male	167.722628835	65.9149706574
Male	204.8682907091	70.645190814
Male	167.3729800506	65.234101668
Male	214.0044377334	70.1969204017
Male	147.1971903646	64.0683621
Male	178.1690905236	66.8192507183
Male	240.8517285055	74.1123042063
Male	211.124825201	69.0015374154
Male	196.5077409847	69.9966626905
Male	170.484397385	67.4677707514
Male	213.7013770116	74.4466076177
Male	180.2437089314	70.1190977462
Male	179.9376958707	68.7863163728
Male	178.3005127964	67.7272495706
Male	201.3907634121	70.8398723803
Male	190.4098292263	70.33271525
Male	191.7638520985	69.4774099202
Male	194.1978123244	70.9672665637
Male	159.6337403212	64.1442217409
Male	201.8027886191	70.6646995099
Male	185.6835857289	69.4915234203
Male	182.3314871894	68.4891639588
Male	177.603445666	66.9337377924
Male	180.3443353745	66.8571937564
Male	183.8137982588	69.8614390784
Male	157.7281142237	66.6952963995
Male	205.2812961521	70.5672238896
Male	163.9772379259	64.3285802013
Male	144.551043767	64.9914045105
Male	177.8973361864	68.1289905813
Male	207.6930891334	71.9546801297
Male	184.5100231587	68.7332489637
Male	188.7309427565	70.9620420449
Male	193.4541645831	70.8995166963
Male	208.6932355543	71.834466139
Male	162.2912151568	65.7129822968
Male	193.4585369714	68.4913117183
Male	182.4174165921	70.1203784007
Male	166.3981216549	66.8672456974
Male	202.9933310433	72.445633797
Male	194.6871007605	70.8938897758
Male	171.3054650813	68.3093744573
Male	201.2606294399	71.5947829781
Male	192.3450524056	68.8791794592
Male	194.4505571673	69.3533197549
Male	199.4991242216	70.0371582171
Male	186.1299219856	68.6714646998
Male	180.7659085939	66.4673781407
Male	213.4725742893	70.2995853868
Male	201.9148470848	72.350241596
Male	189.7170542723	70.3799320091
Male	157.6114698278	65.0109045237
Male	177.0037600557	68.1563118657
Male	207.0749129892	69.9237142098
Male	208.8709177181	73.4327364723
Male	156.7696070374	63.720259518
Male	129.2919824214	62.2586364627
Male	202.0910373553	72.2101532209
Male	222.2467953504	74.2441239983
Male	216.946546572	70.1146936218
Male	201.8776565557	72.2012036815
Male	175.1555970004	68.0928547589
Male	186.0576437719	68.0410545467
Male	188.9599045247	71.4228870725
Male	219.0261408723	72.8732032068
Male	192.9420675483	69.6418207897
Male	188.2230994667	67.6843255328
Male	180.0922957879	67.3831359803
Male	150.8569104206	63.4187633664
Male	174.9311432381	65.215555987
Male	192.9785286246	69.4658588048
Male	186.7810035428	68.9307290751
Male	188.0899421492	69.217009149
Male	172.3825469435	68.9416586043
Male	195.1543137491	67.4527672697
Male	152.2898394531	65.3764350085
Male	174.1576333227	69.6393119079
Male	157.0004637936	64.7904511351
Male	192.0275342178	68.8629875978
Male	182.0089108468	67.0832641697
Male	167.912792643	67.0388652261
Male	189.8097613639	67.2953505984
Male	194.2108232552	70.5491530735
Male	176.1555488891	65.4048857028
Male	159.3112919476	67.1101003448
Male	173.5326990844	66.8627250647
Male	205.5640713018	71.9553618382
Male	163.0489344655	64.0377595555
Male	147.8668245422	61.6258610741
Male	202.116280036	70.9595910436
Male	166.9015145854	66.9118632817
Male	168.5215666892	69.2206683275
Male	188.7721544101	67.3747648517
Male	211.8364641406	71.541082249
Male	203.8954576543	71.8906646663
Male	216.4022644673	73.6102150535
Male	161.8095447754	64.0963255376
Male	195.0172064311	70.9626171236
Male	203.465191838	70.2802716946
Male	171.3806025572	67.4444541092
Male	187.1209452296	69.4730963745
Male	189.7802754714	68.7436471208
Male	200.4662814664	70.9014607964
Male	157.4881832346	66.66872691
Male	173.6430403933	67.7887993263
Male	183.5225200571	68.4570350328
Male	193.2231968197	69.5098523691
Male	188.8441723983	69.7696044375
Male	176.0090833856	66.4872313452
Male	219.133231049	72.7266201973
Male	189.9901271102	71.4901791635
Male	198.0771993852	71.4735705577
Male	165.0713967169	64.639448839
Male	186.3774477263	69.6898484389
Male	187.716780028	70.0048866782
Male	157.4515399753	67.0328296969
Male	185.7294410095	69.8853011259
Male	158.0432301201	65.3577593032
Male	138.0926358529	64.4450976719
Male	181.4048083719	68.2864257171
Male	177.3817663703	69.9364473255
Male	191.5936243893	68.3825216311
Male	182.8973600175	67.5109499047
Male	193.1380767656	71.8725840567
Male	181.2904838455	72.0389444943
Male	178.5074995883	68.6889307088
Male	187.3225748238	68.6888551357
Male	192.9577312947	67.5591491239
Male	189.4250724722	69.5156404512
Male	194.8675428854	72.2038769117
Male	196.9727171883	71.3057142971
Male	175.3908251245	69.6345266161
Male	196.2687077979	69.2063484445
Male	187.1141435809	67.1920760791
Male	199.0395678069	72.1698101464
Male	206.0172567405	69.6285565799
Male	184.2074155638	67.9008749867
Male	159.0765877111	64.7665660055
Male	180.7027513954	69.0265010461
Male	192.7598754628	69.3804994952
Male	162.6905940984	63.0124453032
Male	197.6280790041	69.7739209026
Male	195.1463069475	70.2294700393
Male	145.7650273492	64.9357444096
Male	247.3867410164	76.2686678609
Male	166.0157384761	66.4634067939
Male	179.4279332399	68.4119528471
Male	199.7144207109	71.781057422
Male	198.5505754845	67.3831525126
Male	196.1880483481	70.0951751595
Male	206.3965970399	72.720603244
Male	190.3651822589	70.5505484694
Male	164.646469756	64.4840241907
Male	189.6031139895	68.4199827581
Male	179.5732951108	67.396783202
Male	188.9558324823	69.7619298449
Male	179.5370417628	66.8118017541
Male	204.586729668	69.3949917652
Male	190.8404987808	70.4196937665
Male	153.8893370179	62.6933238488
Male	210.1698701456	71.2016596829
Male	168.6186758556	65.0357858258
Male	206.6004421668	69.5758912725
Male	211.7641407681	73.7989360518
Male	177.3728152672	68.0880489605
Male	192.9148093547	71.4471936653
Male	178.1132529055	68.0376764553
Male	159.0888654268	67.7748703798
Male	170.5414009673	68.1791976791
Male	205.649920044	72.9909155976
Male	183.2808067121	69.9070805829
Male	188.2023210942	68.1987958205
Male	192.407835424	68.7847170063
Male	186.0567291562	67.5683852021
Male	184.5166875565	70.8246427165
Male	211.2855550042	73.6824661606
Male	145.6943593667	62.9511502615
Male	161.3282277522	65.4558548231
Male	211.1702890605	72.7362929933
Male	181.5525586142	68.8402105649
Male	162.4759573178	67.4670859102
Male	139.8279837842	61.3285017826
Male	212.2562528274	73.3583829091
Male	157.6905015676	65.159438966
Male	220.7572561108	71.9818297461
Male	185.4227778856	70.863800373
Male	181.9053185557	67.6191962613
Male	182.6760416532	68.3382369019
Male	211.4908009739	70.3476171204
Male	197.2876862438	70.4826813757
Male	182.6217298237	67.7837822294
Male	203.4216758333	72.460608794
Male	193.2376046661	70.4320483002
Male	212.1108791844	71.0533675446
Male	186.3543673923	69.6229170547
Male	186.2707727307	65.6823645971
Male	174.0463505029	70.4276026087
Male	180.7144437793	69.5785254183
Male	183.3290334735	68.0849867359
Male	199.0562470199	72.6170375163
Male	196.5603076882	70.9569900554
Male	253.8890038418	78.5282104259
Male	156.8810995782	66.7759834012
Male	197.5600309504	69.2370515528
Male	176.2691478132	67.7241819931
Male	204.6354397057	72.1405301177
Male	177.7860775892	67.7996452932
Male	200.5925818057	71.4566622698
Male	170.2373143211	66.0455071549
Male	185.0994042172	67.6738585794
Male	171.524041744	66.7336340551
Male	176.1657039465	69.5859562372
Male	156.3770439193	65.1207351817
Male	168.4318691604	67.441535299
Male	203.2233232906	69.8160994669
Male	222.2203519645	73.4132064237
Male	163.5710421471	66.2225182303
Male	180.4734577676	69.9409730224
Male	189.0326850656	71.8394427262
Male	220.6633872796	73.2053423589
Male	228.2751804269	73.8468914828
Male	163.2924319681	67.3207762406
Male	194.0878693429	71.5240377432
Male	210.270568536	71.3194280648
Male	181.0284042366	68.1942002581
Male	155.8781942274	64.7037921188
Male	213.3348908797	74.8428746157
Male	162.9551732571	67.8904052054
Male	185.9166418852	69.3561086816
Male	196.6996713019	70.9510295872
Male	191.542328945	69.1975479406
Male	172.3213118547	69.2679023087
Male	190.7640143951	68.8244515402
Male	174.1665871474	66.946301037
Male	194.7247027173	69.9208223571
Male	192.1721367921	69.1330813975
Male	196.5058136046	71.8433084181
Male	214.3424658035	74.0668789222
Male	174.7417844437	66.6779015438
Male	140.8041016958	61.8903594991
Male	166.5945699192	67.2503832649
Male	158.3160279716	63.0087225302
Male	202.8496368583	72.0755228657
Male	211.1662676564	74.8852187332
Male	185.7550603911	70.6602496413
Male	179.489490398	65.7378121172
Male	200.5073562403	72.7617106246
Male	164.5830508003	67.6392145545
Male	123.6283595771	60.7210796558
Male	152.5546197136	63.8734089119
Male	160.6279339466	63.7748628241
Male	207.3948304966	72.3621120218
Male	200.8422468851	70.4061716309
Male	193.937299203	68.6331574879
Male	168.2891269599	66.404782169
Male	172.7347648017	66.3498816741
Male	182.6880910277	70.3550331221
Male	185.2993768872	67.5243275584
Male	196.4808480138	69.5588798203
Male	168.8759940115	66.0301759402
Male	183.5950587258	68.5078117197
Male	198.0665080698	71.230931509
Male	177.2491464405	67.880407216
Male	173.0613403803	66.8730344501
Male	185.9279968771	65.9522583452
Male	182.5645179705	70.0201124838
Male	171.9167424283	68.2957784062
Male	184.3745036226	70.0137797417
Male	173.8479257394	69.170561388
Male	203.4551052722	69.7766867067
Male	170.1252448382	68.0879038939
Male	181.5586033527	69.6082984727
Male	180.167612942	69.7551069464
Male	195.8926708724	69.8442052011
Male	192.8470994122	71.3041757283
Male	158.8772062138	65.3621653092
Male	189.2157901363	67.3288010427
Male	191.9130249743	69.8620565276
Male	187.8448570482	68.7684868653
Male	188.9165790697	70.2725823162
Male	200.0064378283	68.1689355528
Male	187.7061540215	68.7686446444
Male	161.7450707708	65.5048226857
Male	185.678101759	69.9933537685
Male	211.7613378828	72.3181720873
Male	186.189999394	72.659628697
Male	184.3380819042	69.1138284178
Male	205.8477835961	70.0307621468
Male	178.9159400897	67.6555433887
Male	194.3793658062	71.1609046992
Male	177.7152149552	65.07775246
Male	199.1688302561	72.5459925449
Male	148.386418452	65.9249593087
Male	203.0422130351	72.3505008751
Male	156.7892931943	63.5296342407
Male	209.4509110243	72.3236985303
Male	192.533340148	68.4662110112
Male	176.2647355392	67.744706935
Male	166.8078387255	67.2974779422
Male	145.8640859918	64.0669565569
Male	187.5336747126	69.5296711702
Male	201.8794292646	70.1066408638
Male	161.5593008478	66.7749163304
Male	169.0554908151	67.9575799142
Male	183.7158148487	66.7172738026
Male	197.8626654143	71.4151872458
Male	211.1727911035	71.405070356
Male	196.1395337148	69.3292133984
Male	199.8098814615	70.9764907631
Male	178.9052996091	68.2055411244
Male	170.5235360738	68.7934251119
Male	150.7158850407	62.4533831313
Male	168.3000292632	65.5425143238
Male	184.340747254	71.4285685777
Male	198.4106267058	69.0898022776
Male	176.5853397592	66.1937718059
Male	205.7648918974	71.1467054999
Male	166.7531108887	64.970718474
Male	197.4769297846	68.1456210091
Male	166.1024250283	62.6724869664
Male	156.540928884	64.5263409448
Male	178.591841606	69.4112054409
Male	187.3083702505	66.1665328922
Male	182.9043036628	70.1870204541
Male	183.7431048314	70.9822732132
Male	178.5023396122	69.7483715818
Male	195.4211162253	68.9906803394
Male	187.6953688957	67.9939948308
Male	190.6921052637	69.1260223379
Male	174.3951478188	69.1639888671
Male	173.9158192579	67.9015149298
Male	177.113345729	67.6914301739
Male	189.1790111914	72.4304688232
Male	180.2965199213	66.5296063374
Male	185.5565551021	67.3932285352
Male	205.9251397095	71.81610581
Male	172.8081293525	65.5618740179
Male	186.6776782732	68.2810002068
Male	223.2898058716	73.6491383535
Male	182.2710212972	67.9349904165
Male	188.436837827	67.4298269974
Male	213.070019345	72.0057660695
Male	199.9852018793	70.3968790274
Male	181.7825456079	67.9896120611
Male	193.085491195	71.5832716351
Male	184.532865869	68.3124783175
Male	197.3631295484	69.5911798284
Male	196.6392662125	70.0949350684
Male	184.0559587737	69.7101762448
Male	176.9958167835	69.7414813542
Male	189.9431089539	65.4269828686
Male	178.628881386	68.3066253277
Male	172.469625406	67.1782344074
Male	200.8960478909	71.6780546836
Male	174.6589309508	67.3917737723
Male	200.7553203383	71.6355006983
Male	181.9428902155	69.7165537336
Male	170.302575342	67.1745720048
Male	186.8091992462	70.4357014076
Male	200.3649779284	70.7906321819
Male	167.9304078913	68.2317381094
Male	191.7037634896	69.7032216006
Male	184.6895225215	70.6915975775
Male	184.8415833875	69.7813198293
Male	166.5529661999	67.9560489762
Male	207.5858725866	72.2683226387
Male	230.9870216057	75.4410579317
Male	181.4874457787	68.5781313107
Male	193.4417440858	71.6753933987
Male	177.3563929517	68.7772149946
Male	190.2708664123	69.8414229527
Male	228.2098866032	72.3844934101
Male	192.9677562531	70.3150493587
Male	203.0537871314	72.1162479633
Male	173.5851497617	64.7040110176
Male	167.1760450503	67.9927141677
Male	164.8678616911	67.4148608163
Male	186.9139378599	70.0657738714
Male	184.2525440692	68.4293723742
Male	176.3095736801	66.3427425151
Male	193.0864741975	73.0059059772
Male	200.754487561	68.2058426103
Male	181.886240895	67.1728284572
Male	201.4486789603	71.4720550707
Male	179.7741581625	70.0143654838
Male	227.82491562	74.4031992567
Male	210.6921476967	71.4537368927
Male	154.4237329323	64.0426247285
Male	163.0116920828	65.5597541871
Male	195.8603244682	67.5455697885
Male	152.7566898971	64.2178241002
Male	198.7339344155	72.541896703
Male	167.4747484263	67.4973035428
Male	177.2924766103	66.6996060354
Male	198.5166066409	69.3846609363
Male	189.104045712	72.587374823
Male	195.9178731354	70.2885823619
Male	214.7876983299	71.7023601044
Male	205.8153584243	71.3300644834
Male	170.0654794513	66.7139500378
Male	218.7557553689	73.4121190256
Male	209.1284025871	71.7958086347
Male	172.2692766323	68.8323271236
Male	237.5753135578	74.9719358131
Male	164.553854887	63.2758991918
Male	190.5542440381	70.8841087698
Male	181.7561302632	69.1398802206
Male	171.4744457875	67.269993768
Male	190.1008363629	69.893558332
Male	222.5283898589	73.6652736371
Male	184.4281991103	65.5288565492
Male	191.3957589263	68.5088511977
Male	185.6490863364	69.2968299566
Male	210.1988449009	70.542201423
Male	202.4299595896	73.912549155
Male	144.2776710908	67.3960207821
Male	187.2229089345	72.7389699966
Male	217.5175371511	72.1771929263
Male	182.8981168638	68.9951071687
Male	175.1927207853	66.6688002718
Male	181.988856371	70.8816081449
Male	203.2411923419	70.7764147622
Male	188.2629957566	70.0711836911
Male	164.5486456622	67.0893022736
Male	153.0566577316	66.0675478969
Male	219.8012406342	70.8747915307
Male	185.895287293	70.9962587567
Male	191.6084473959	68.7275729852
Male	196.7313715615	69.7596380733
Male	183.5405690262	67.3841806166
Male	176.9507444854	67.1961876094
Male	177.335254639	67.0712627749
Male	187.9647205631	71.2919759887
Male	146.0455281082	62.4706029887
Male	182.8164216251	69.5416968516
Male	173.8084215583	70.0904205103
Male	194.3830110774	71.1545758301
Male	173.5546451186	66.8813142648
Male	151.4497374183	64.9808500234
Male	198.0959715935	70.0288694408
Male	202.130274057	66.145867866
Male	205.5752841022	73.2566806409
Male	185.258335028	69.2017590035
Male	197.3756657016	71.6954824916
Male	168.9198271004	67.7094384591
